0,1,2
<s>,flying,<\s>
<s>,know,what
know,what,dolly
what,dolly,goes
dolly,goes,to
goes,to,do
to,do,<\s>
<s>,fall,into
fall,into,a
into,a,river
a,river,<\s>
<s>,xxx,<\s>
<s>,boinged,into
boinged,into,a
into,a,river
a,river,<\s>
<s>,xxx,<\s>
<s>,stop,dolly
stop,dolly,falling
dolly,falling,down
falling,down,now
down,now,<\s>
<s>,stop,playing
stop,playing,with
playing,with,your
with,your,hair
your,hair,dolly
hair,dolly,<\s>
<s>,leave,your
leave,your,hair
your,hair,alone
hair,alone,<\s>
<s>,don't,<\s>
<s>,don't,<\s>
<s>,you,mustn't
you,mustn't,<\s>
<s>,i,don't
i,don't,want
don't,want,you
want,you,to
you,to,<\s>
<s>,i,don't
i,don't,want
don't,want,you
want,you,to
you,to,<\s>
<s>,i,won't
i,won't,willn't
won't,willn't,let
willn't,let,you
let,you,<\s>
<s>,it's,mine
it's,mine,<\s>
<s>,yeah,<\s>
<s>,it's,mine
it's,mine,<\s>
<s>,no,<\s>
<s>,dolly's,upside
dolly's,upside,down
upside,down,<\s>
<s>,yeah,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,why,<\s>
<s>,dolly,going
dolly,going,to
going,to,sit
to,sit,on
sit,on,it
on,it,<\s>
<s>,xxx,<\s>
<s>,dolly's,going
dolly's,going,to
going,to,sit
to,sit,on
sit,on,it
on,it,<\s>
<s>,tap,on
tap,on,it
on,it,<\s>
<s>,dead,<\s>
<s>,i,am
i,am,gonna
am,gonna,going
gonna,going,to
going,to,bring
to,bring,all
bring,all,the
all,the,bricks
the,bricks,<\s>
<s>,i,am
i,am,getting
am,getting,this
getting,this,<\s>
<s>,going,to
going,to,get
to,get,this
get,this,<\s>
<s>,the,platform
the,platform,<\s>
<s>,it,won't
it,won't,willn't
won't,willn't,this
willn't,this,won't
this,won't,willn't
won't,willn't,fall
willn't,fall,to
fall,to,bits
to,bits,<\s>
<s>,what,have
what,have,you
have,you,got
you,got,on
got,on,your
on,your,fingers
your,fingers,<\s>
<s>,when,<\s>
<s>,whee,<\s>
<s>,when,<\s>
<s>,dolly's,playing
dolly's,playing,with
playing,with,her
with,her,hair
her,hair,<\s>
<s>,don't,tidy
don't,tidy,her
tidy,her,hair
her,hair,<\s>
<s>,you,mustn't
you,mustn't,tidy
mustn't,tidy,it
tidy,it,<\s>
<s>,i,am
i,am,going
am,going,to
going,to,put
to,put,her
put,her,going
her,going,to
going,to,throw
to,throw,her
throw,her,in
her,in,the
in,the,river
the,river,<\s>
<s>,crying,<\s>
<s>,yeah,<\s>
<s>,because,they
because,they,cry
they,cry,<\s>
<s>,why,<\s>
<s>,why,<\s>
<s>,i,want
i,want,something
want,something,<\s>
<s>,tipped,all
tipped,all,the
all,the,water
the,water,out
water,out,<\s>
<s>,i,hafta
i,hafta,take
hafta,take,her
take,her,home
her,home,<\s>
<s>,i,am
i,am,going
am,going,to
going,to,do
to,do,her
do,her,hair
her,hair,in
hair,in,my
in,my,house
my,house,<\s>
<s>,dolly,<\s>
<s>,will,you
will,you,sit
you,sit,with
sit,with,me
with,me,<\s>
<s>,xxx,<\s>
<s>,but,why
but,why,are
why,are,you
are,you,sitting
you,sitting,here
sitting,here,<\s>
<s>,bye,<\s>
<s>,bye,<\s>
<s>,xxx,<\s>
<s>,i,don't
i,don't,like
don't,like,her
like,her,anymore
her,anymore,<\s>
<s>,i,am
i,am,going
am,going,to
going,to,throw
to,throw,her
throw,her,<\s>
<s>,i,am
i,am,going
am,going,to
going,to,sit
to,sit,on
sit,on,my
on,my,toys
my,toys,<\s>
<s>,dolly's,going
dolly's,going,to
going,to,sit
to,sit,on
sit,on,my
on,my,lunch
my,lunch,box
lunch,box,<\s>
<s>,i,have
i,have,got
have,got,her
got,her,leg
her,leg,<\s>
<s>,dolly's,dropped
dolly's,dropped,into
dropped,into,the
into,the,river
the,river,<\s>
<s>,can't,<\s>
<s>,dolly's,too
dolly's,too,high
too,high,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,don't,know
don't,know,<\s>
<s>,they,will
they,will,be
will,be,cross
be,cross,too
cross,too,<\s>
<s>,you,cry
you,cry,<\s>
<s>,cry,<\s>
<s>,because,i
because,i,want
i,want,you
want,you,to
you,to,cry
to,cry,<\s>
<s>,let,me
let,me,go
me,go,<\s>
<s>,i,can't
i,can't,<\s>
<s>,i,can
i,can,<\s>
<s>,like,that
like,that,<\s>
<s>,no,<\s>
<s>,can't,reach
can't,reach,<\s>
<s>,dolly,<\s>
<s>,you,be
you,be,all
be,all,right
all,right,<\s>
<s>,i,have
i,have,got
have,got,i
got,i,got
i,got,her
got,her,<\s>
<s>,no,<\s>
<s>,you,mustn't
you,mustn't,<\s>
<s>,you,mustn't
you,mustn't,put
mustn't,put,dolly
put,dolly,back
dolly,back,<\s>
<s>,dropped,in
dropped,in,the
in,the,river
the,river,<\s>
<s>,dropped,in
dropped,in,the
in,the,river
the,river,<\s>
<s>,let,me
let,me,go
me,go,xxx
go,xxx,<\s>
<s>,can't,<\s>
<s>,too,high
too,high,<\s>
<s>,why,<\s>
<s>,can't,reach
can't,reach,<\s>
<s>,i,get
i,get,her
get,her,<\s>
<s>,yeah,<\s>
<s>,dolly's,going
dolly's,going,to
going,to,sit
to,sit,on
sit,on,her
on,her,chair
her,chair,and
chair,and,cry
and,cry,<\s>
<s>,close,your
close,your,eyes
your,eyes,<\s>
<s>,dolly's,close
dolly's,close,her
close,her,eye
her,eye,<\s>
<s>,night_night,<\s>
<s>,i,xxx
i,xxx,go
xxx,go,to
go,to,bed
to,bed,now
bed,now,<\s>
<s>,yeah,<\s>
<s>,night_night,<\s>
<s>,night_night,<\s>
<s>,don't,put
don't,put,her
put,her,band
her,band,on
band,on,<\s>
<s>,i,want
i,want,her
want,her,<\s>
<s>,dolly's,chair's
dolly's,chair's,all
chair's,all,fallen
all,fallen,to
fallen,to,bits
to,bits,<\s>
<s>,that,piece
that,piece,<\s>
<s>,mum,<\s>
<s>,you,have
you,have,got
have,got,to
got,to,make
to,make,pingu's
make,pingu's,igloo
pingu's,igloo,<\s>
<s>,no,<\s>
<s>,you,mustn't
you,mustn't,<\s>
<s>,with,these
with,these,bricks
these,bricks,and
bricks,and,that
and,that,bit
that,bit,and
bit,and,that
and,that,bit
that,bit,<\s>
<s>,yeah,<\s>
<s>,here,we
here,we,go
we,go,<\s>
<s>,i,have
i,have,got
have,got,all
got,all,these
all,these,cages
these,cages,to
cages,to,let
to,let,no
let,no,baddies
no,baddies,in
baddies,in,<\s>
<s>,yeah,<\s>
<s>,put,it
put,it,on
it,on,that
on,that,<\s>
<s>,why,<\s>
<s>,i,have
i,have,got
have,got,all
got,all,these
all,these,anna
these,anna,to
anna,to,keep
to,keep,pingu
keep,pingu,in
pingu,in,<\s>
<s>,yeah,<\s>
<s>,so,no
so,no,baddies
no,baddies,get
baddies,get,in
get,in,<\s>
<s>,that's,another
that's,another,one
another,one,<\s>
<s>,no,<\s>
<s>,anna's,a
anna's,a,baddie
a,baddie,<\s>
<s>,dolly's,a
dolly's,a,baddie
a,baddie,<\s>
<s>,you,xxx
you,xxx,a
xxx,a,baddie
a,baddie,<\s>
<s>,xxx,<\s>
<s>,xxx,to
xxx,to,be
to,be,a
be,a,xxx
a,xxx,<\s>
<s>,they,are
they,are,xxx
are,xxx,to
xxx,to,make
to,make,<\s>
<s>,i,got
i,got,to
got,to,take
to,take,<\s>
<s>,xxx,<\s>
<s>,can,you
can,you,get
you,get,me
get,me,that
me,that,thing
that,thing,goes
thing,goes,at
goes,at,the
at,the,back
the,back,of
back,of,it
of,it,<\s>
<s>,yes,<\s>
<s>,that's,the
that's,the,one
the,one,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,one,two
one,two,three
two,three,<\s>
<s>,lots_of,bricks
lots_of,bricks,in
bricks,in,it
in,it,now
it,now,<\s>
<s>,i,got
i,got,xxx
got,xxx,some
xxx,some,bricks
some,bricks,in
bricks,in,it
in,it,<\s>
<s>,got,some
got,some,bricks
some,bricks,in
bricks,in,it
in,it,<\s>
<s>,and,and
and,and,that
and,that,<\s>
<s>,and,that
and,that,<\s>
<s>,and,that
and,that,<\s>
<s>,um,bricks
um,bricks,<\s>
<s>,yeah,<\s>
<s>,and,he's
and,he's,going
he's,going,to
going,to,be
to,be,xxx
be,xxx,<\s>
<s>,and,no
and,no,baddies
no,baddies,get
baddies,get,in
get,in,<\s>
<s>,and,pingu's
and,pingu's,friend
pingu's,friend,<\s>
<s>,no,<\s>
<s>,they,aren't
they,aren't,now
aren't,now,<\s>
<s>,they,sailed
they,sailed,away
sailed,away,for
away,for,a
for,a,day
a,day,and
day,and,a
and,a,day
a,day,<\s>
<s>,before,they
before,they,met
they,met,you
met,you,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,here,you
here,you,are
you,are,<\s>
<s>,some,fences
some,fences,<\s>
<s>,yeah,<\s>
<s>,oh,yes
oh,yes,<\s>
<s>,all,right
all,right,<\s>
<s>,one,three
one,three,<\s>
<s>,these,ones
these,ones,<\s>
<s>,i,want
i,want,that
want,that,one
that,one,there
one,there,<\s>
<s>,yeah,<\s>
<s>,so,no
so,no,baddies
no,baddies,get
baddies,get,in
get,in,<\s>
<s>,because,they
because,they,can't
they,can't,get
can't,get,in
get,in,<\s>
<s>,they,are
they,are,xxx
are,xxx,bricks
xxx,bricks,<\s>
<s>,xxx,for
xxx,for,pingu's
for,pingu's,house
pingu's,house,to
house,to,have
to,have,this
have,this,on
this,on,<\s>
<s>,cross,on
cross,on,<\s>
<s>,he's,got
he's,got,cross
got,cross,on
cross,on,his
on,his,house
his,house,<\s>
<s>,yeah,<\s>
<s>,what's,xxx
what's,xxx,<\s>
<s>,what's,pingu's
what's,pingu's,daddy
pingu's,daddy,going
daddy,going,to
going,to,say
to,say,<\s>
<s>,it's,it's
it's,it's,not
it's,not,his
not,his,house
his,house,<\s>
<s>,pingu's,house
pingu's,house,<\s>
<s>,so,the
so,the,baddies
the,baddies,can
baddies,can,get
can,get,in
get,in,<\s>
<s>,so,the
so,the,baddies
the,baddies,can
baddies,can,get
can,get,in
get,in,that
in,that,way
that,way,<\s>
<s>,i,don't
i,don't,know
don't,know,<\s>
<s>,don't,know
don't,know,<\s>
<s>,no,<\s>
<s>,xxx,<\s>
<s>,what,will
what,will,daddy
will,daddy,what
daddy,what,will
what,will,daddy
will,daddy,what
daddy,what,will
what,will,pingu's
will,pingu's,daddy
pingu's,daddy,say
daddy,say,<\s>
<s>,the,lions
the,lions,<\s>
<s>,grr,<\s>
<s>,grr,<\s>
<s>,what,will
what,will,daddy's
will,daddy's,pingu
daddy's,pingu,say
pingu,say,<\s>
<s>,grr,<\s>
<s>,grr,<\s>
<s>,they,going
they,going,to
going,to,their
to,their,home
their,home,<\s>
<s>,yeah,<\s>
<s>,and,pingu's
and,pingu's,cow's
pingu's,cow's,gone
cow's,gone,in
gone,in,<\s>
<s>,grr,<\s>
<s>,grr,<\s>
<s>,not,in
not,in,this
in,this,house
this,house,<\s>
<s>,listen,<\s>
<s>,xxx,<\s>
<s>,just,xxx
just,xxx,<\s>
<s>,lions,go
lions,go,in
go,in,there
in,there,<\s>
<s>,grr,<\s>
<s>,no,<\s>
<s>,the,lions
the,lions,go
lions,go,on
go,on,the
on,the,xxx
the,xxx,<\s>
<s>,the,barriers
the,barriers,<\s>
<s>,no,<\s>
<s>,pingu,don't
pingu,don't,like
don't,like,snakes
like,snakes,<\s>
<s>,that,can't
that,can't,go
can't,go,in
go,in,<\s>
<s>,no,<\s>
<s>,i,like
i,like,it
like,it,<\s>
<s>,it's,the
it's,the,chimney
the,chimney,<\s>
<s>,you,haven't
you,haven't,got
haven't,got,one
got,one,on
one,on,it
on,it,<\s>
<s>,grr,<\s>
<s>,no,<\s>
<s>,not,like
not,like,that
like,that,<\s>
<s>,like,that
like,that,<\s>
<s>,when,you
when,you,came
you,came,in
came,in,<\s>
<s>,when,you
when,you,came
you,came,in
came,in,<\s>
<s>,grr,<\s>
<s>,why,<\s>
<s>,i,xxx
i,xxx,<\s>
<s>,yeah,<\s>
<s>,it's,it's
it's,it's,gone
it's,gone,<\s>
<s>,it's,gone
it's,gone,<\s>
<s>,it's,going
it's,going,<\s>
<s>,it,went
it,went,<\s>
<s>,it,it
it,it,it
it,it,stuck
it,stuck,<\s>
<s>,it,went
it,went,it
went,it,went
it,went,on
went,on,the
on,the,couch
the,couch,<\s>
<s>,we,have
we,have,been
have,been,to
been,to,scotland
to,scotland,<\s>
<s>,which,scotland
which,scotland,is
scotland,is,the
is,the,lady
the,lady,going
lady,going,<\s>
<s>,um,her
um,her,knickers
her,knickers,<\s>
<s>,and,her
and,her,bag
her,bag,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,and,her
and,her,toys
her,toys,<\s>
<s>,yeah,<\s>
<s>,like,you
like,you,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,no,<\s>
<s>,oh,yes
oh,yes,<\s>
<s>,lots_of,it
lots_of,it,<\s>
<s>,to,give
to,give,the
give,the,driver
the,driver,<\s>
<s>,yeah,<\s>
<s>,a,cat
a,cat,a
cat,a,cat's
a,cat's,face
cat's,face,on
face,on,the
on,the,wall
the,wall,<\s>
<s>,xxx,<\s>
<s>,a,cat's
a,cat's,face
cat's,face,<\s>
<s>,how,he
how,he,xxx
he,xxx,<\s>
<s>,xxx,<\s>
<s>,yeah,<\s>
<s>,what,for
what,for,<\s>
<s>,all,right
all,right,<\s>
<s>,twenty,clock
twenty,clock,<\s>
<s>,twenty,clock
twenty,clock,<\s>
<s>,so,where's
so,where's,<\s>
<s>,yeah,<\s>
<s>,and,is
and,is,the
is,the,train
the,train,going
train,going,to
going,to,stop
to,stop,<\s>
<s>,the,clock
the,clock,<\s>
<s>,you,got
you,got,to
got,to,you
to,you,got
you,got,to
got,to,you
to,you,have
you,have,got
have,got,to
got,to,put
to,put,the
put,the,driver
the,driver,in
driver,in,<\s>
<s>,that's,the
that's,the,right
the,right,one
right,one,<\s>
<s>,yeah,<\s>
<s>,to,london
to,london,<\s>
<s>,why,<\s>
<s>,i,go
i,go,to
go,to,put
to,put,some
put,some,on
some,on,<\s>
<s>,i,go
i,go,to
go,to,<\s>
<s>,and,i
and,i,go
i,go,i
go,i,go
i,go,to
go,to,get
to,get,some
get,some,these
some,these,<\s>
<s>,and,i
and,i,go
i,go,to
go,to,get
to,get,<\s>
<s>,yeah,<\s>
<s>,one,of
one,of,these
of,these,<\s>
<s>,yeah,<\s>
<s>,i,have
i,have,got
have,got,two
got,two,and
two,and,two
and,two,<\s>
<s>,two,<\s>
<s>,i,think
i,think,i
think,i,just
i,just,put
just,put,this
put,this,on
this,on,<\s>
<s>,yes,<\s>
<s>,he,does
he,does,<\s>
<s>,oh,yes
oh,yes,<\s>
<s>,why,<\s>
<s>,xxx,<\s>
<s>,help,the
help,the,lady
the,lady,<\s>
<s>,out,the
out,the,carriage
the,carriage,<\s>
<s>,xxx,<\s>
<s>,he,there
he,there,next
there,next,to
next,to,the
to,the,bridge
the,bridge,<\s>
<s>,there,<\s>
<s>,track,problem
track,problem,<\s>
<s>,yeah,<\s>
<s>,i,go
i,go,to
go,to,xxx
to,xxx,<\s>
<s>,it,went
it,went,<\s>
<s>,it,it
it,it,it
it,it,<\s>
<s>,it's,going
it's,going,round
going,round,and
round,and,round
and,round,<\s>
<s>,where's,<\s>
<s>,it,stop
it,stop,the
stop,the,wrong
the,wrong,way
wrong,way,<\s>
<s>,it,stop
it,stop,the
stop,the,wrong
the,wrong,way
wrong,way,<\s>
<s>,it,stop
it,stop,the
stop,the,wrong
the,wrong,way
wrong,way,<\s>
<s>,stop,<\s>
<s>,it's,it's
it's,it's,on
it's,on,this
on,this,end
this,end,<\s>
<s>,this,train
this,train,is
train,is,on
is,on,this
on,this,end
this,end,<\s>
<s>,my,end
my,end,<\s>
<s>,so,the
so,the,lady
the,lady,can't
lady,can't,get
can't,get,on
get,on,<\s>
<s>,mhm,<\s>
<s>,i,want
i,want,this
want,this,lady
this,lady,in
lady,in,<\s>
<s>,xxx,<\s>
<s>,stop,there
stop,there,<\s>
<s>,xxx,<\s>
<s>,stop,<\s>
<s>,it,stop
it,stop,my
stop,my,end
my,end,<\s>
<s>,it,go
it,go,xxx
go,xxx,<\s>
<s>,you,won't
you,won't,willn't
won't,willn't,catch
willn't,catch,it
catch,it,<\s>
<s>,you,won't
you,won't,willn't
won't,willn't,catch
willn't,catch,it
catch,it,<\s>
<s>,it,just
it,just,<\s>
<s>,what,<\s>
<s>,yeah,<\s>
<s>,lots,<\s>
<s>,i,don't
i,don't,know
don't,know,<\s>
<s>,tea,and
tea,and,coffee
and,coffee,<\s>
<s>,me,<\s>
<s>,it's,gone
it's,gone,on
gone,on,its
on,its,rounds
its,rounds,<\s>
<s>,it,went
it,went,on
went,on,it
on,it,rounds
it,rounds,<\s>
<s>,oh,yes
oh,yes,<\s>
<s>,lots,<\s>
<s>,yeah,<\s>
<s>,chips,and
chips,and,ketchup
and,ketchup,<\s>
<s>,um,a
um,a,cake
a,cake,<\s>
<s>,with,icing
with,icing,on
icing,on,the
on,the,top
the,top,<\s>
<s>,please,<\s>
<s>,eating,my
eating,my,cake
my,cake,<\s>
<s>,i,am
i,am,eating
am,eating,it
eating,it,<\s>
<s>,it's,gone
it's,gone,in
gone,in,my
in,my,tummy
my,tummy,<\s>
<s>,the,lady's
the,lady's,going
lady's,going,to
going,to,pay
to,pay,<\s>
<s>,can,i
can,i,have
i,have,my
have,my,<\s>
<s>,can,i
can,i,have
i,have,my
have,my,cup
my,cup,of
cup,of,tea
of,tea,<\s>
<s>,it's,gone
it's,gone,<\s>
<s>,yeah,<\s>
<s>,i,am
i,am,paying
am,paying,<\s>
<s>,here,you
here,you,are
you,are,<\s>
<s>,my,tummy
my,tummy,hurts
tummy,hurts,<\s>
<s>,i,xxx
i,xxx,<\s>
<s>,i,<\s>
<s>,i,want
i,want,a
want,a,bot_bot
a,bot_bot,<\s>
<s>,yeah,<\s>
<s>,in,two
in,two,ticks
two,ticks,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,i,think
i,think,so
think,so,<\s>
<s>,no,<\s>
<s>,the,driver's
the,driver's,got
driver's,got,to
got,to,go
to,go,in
go,in,<\s>
<s>,it,went
it,went,<\s>
<s>,i,will
i,will,turn
will,turn,<\s>
<s>,it,went
it,went,<\s>
<s>,and,it
and,it,going
it,going,<\s>
<s>,i,lost
i,lost,him
lost,him,<\s>
<s>,yeah,<\s>
<s>,can,i
can,i,do
i,do,the
do,the,button
the,button,on
button,on,now
on,now,<\s>
<s>,oh,yes
oh,yes,<\s>
<s>,it's,gone
it's,gone,<\s>
<s>,i,turn
i,turn,the
turn,the,button
the,button,off
button,off,<\s>
<s>,i,got
i,got,to
got,to,get
to,get,<\s>
<s>,no,<\s>
<s>,a,ticket
a,ticket,<\s>
<s>,yeah,<\s>
<s>,and,somebody's
and,somebody's,put
somebody's,put,her
put,her,suitcase
her,suitcase,on
suitcase,on,their
on,their,head
their,head,<\s>
<s>,i'll,take
i'll,take,that
take,that,lady
that,lady,out
lady,out,shall
out,shall,i
shall,i,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,that's,that
that's,that,lady's
that,lady's,son
lady's,son,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,i,am
i,am,going
am,going,to
going,to,knock
to,knock,it
knock,it,over
it,over,<\s>
<s>,i,knocked
i,knocked,it
knocked,it,over
it,over,<\s>
<s>,knock,<\s>
<s>,xxx,<\s>
<s>,where,the
where,the,man
the,man,sits
man,sits,<\s>
<s>,got,tipped
got,tipped,out
tipped,out,<\s>
<s>,no,<\s>
<s>,says,i'm
says,i'm,a
i'm,a,naughty
a,naughty,boy
naughty,boy,<\s>
<s>,why,<\s>
<s>,oh,yes
oh,yes,<\s>
<s>,stop,<\s>
<s>,no,<\s>
<s>,hoothoot,<\s>
<s>,i,think
i,think,<\s>
<s>,no,<\s>
<s>,i,think
i,think,it's
think,it's,the
it's,the,line
the,line,<\s>
<s>,yeah,<\s>
<s>,just,i
just,i,think
i,think,<\s>
<s>,all,right
all,right,<\s>
<s>,i,can't
i,can't,<\s>
<s>,it's,crashed
it's,crashed,<\s>
<s>,nothing,<\s>
<s>,i,don't
i,don't,know
don't,know,what
know,what,<\s>
<s>,i,hafta
i,hafta,get
hafta,get,something
get,something,<\s>
<s>,xxx,<\s>
<s>,no,<\s>
<s>,i,have
i,have,got
have,got,it
got,it,<\s>
<s>,i,got
i,got,<\s>
<s>,xxx,<\s>
<s>,no,<\s>
<s>,yeah,<\s>
<s>,it's,going
it's,going,under
going,under,this
under,this,bridge
this,bridge,<\s>
<s>,it,gone
it,gone,<\s>
<s>,when,<\s>
<s>,what,will
what,will,you
will,you,do
you,do,then
do,then,<\s>
<s>,he's,gone
he's,gone,he's
gone,he's,gone
he's,gone,the
gone,the,naughty
the,naughty,way
naughty,way,<\s>
<s>,that,through
that,through,the
through,the,bridge
the,bridge,<\s>
<s>,because,he
because,he,went
he,went,the
went,the,wrong
the,wrong,way
wrong,way,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,i,don't
i,don't,know
don't,know,<\s>
<s>,you,be
you,be,the
be,the,fireman
the,fireman,<\s>
<s>,because,i
because,i,say
i,say,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,another,neenaw
another,neenaw,<\s>
<s>,how,<\s>
<s>,it,went
it,went,<\s>
<s>,the,driver's
the,driver's,gone
driver's,gone,<\s>
<s>,this,neenaw
this,neenaw,<\s>
<s>,this,neenaw
this,neenaw,this
neenaw,this,neenaw
this,neenaw,xxx
neenaw,xxx,<\s>
<s>,neenaw,<\s>
<s>,the,neenaw
the,neenaw,xxx
neenaw,xxx,<\s>
<s>,it,gone
it,gone,in
gone,in,his
in,his,garage
his,garage,<\s>
<s>,he,going
he,going,to
going,to,drive
to,drive,the
drive,the,garage
the,garage,too
garage,too,<\s>
<s>,the,driver
the,driver,xxx
driver,xxx,him
xxx,him,again
him,again,<\s>
<s>,yeah,<\s>
<s>,um,a
um,a,daboo
a,daboo,<\s>
<s>,a,daboo
a,daboo,<\s>
<s>,one,my
one,my,silly
my,silly,words
silly,words,anna
words,anna,<\s>
<s>,no,<\s>
<s>,i,wanna
i,wanna,play
wanna,play,my
play,my,xxx
my,xxx,<\s>
<s>,my,play
my,play,xxx
play,xxx,<\s>
<s>,i,xxx
i,xxx,<\s>
<s>,xxx,<\s>
<s>,he,he
he,he,stuck
he,stuck,<\s>
<s>,he's,<\s>
<s>,he's,taking
he's,taking,the
taking,the,ladders
the,ladders,up
ladders,up,to
up,to,the
to,the,sky
the,sky,<\s>
<s>,because,he
because,he,want
he,want,to
want,to,<\s>
<s>,why,not
why,not,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,i,knock
i,knock,him
knock,him,off
him,off,there
off,there,into
there,into,the
into,the,river
the,river,<\s>
<s>,i,knock
i,knock,him
knock,him,off
him,off,<\s>
<s>,can,i
can,i,knock
i,knock,him
knock,him,into
him,into,the
into,the,river
the,river,<\s>
<s>,that,can
that,can,be
can,be,the
be,the,river
the,river,<\s>
<s>,yeah,<\s>
<s>,the,sharks
the,sharks,are
sharks,are,a
are,a,bit
a,bit,hungry
bit,hungry,<\s>
<s>,i,knocked
i,knocked,him
knocked,him,in
him,in,the
in,the,river
the,river,<\s>
<s>,he's,eaten
he's,eaten,up
eaten,up,<\s>
<s>,he's,been
he's,been,eaten
been,eaten,up
eaten,up,<\s>
<s>,i,will
i,will,knock
will,knock,the
knock,the,sharks
the,sharks,away
sharks,away,<\s>
<s>,with,my
with,my,breakdown
my,breakdown,truck
breakdown,truck,<\s>
<s>,yeah,<\s>
<s>,all,right
all,right,<\s>
<s>,i,get
i,get,xxx
get,xxx,here
xxx,here,<\s>
<s>,i,can
i,can,see
can,see,it
see,it,<\s>
<s>,oh,thanks
oh,thanks,<\s>
<s>,and,<\s>
<s>,it,got
it,got,it
got,it,<\s>
<s>,where,is
where,is,it
is,it,<\s>
<s>,i,can
i,can,see
can,see,it
see,it,<\s>
<s>,gumdrop's,got
gumdrop's,got,it
got,it,<\s>
<s>,gumdrop's,got
gumdrop's,got,it
got,it,<\s>
<s>,can't,see
can't,see,it
see,it,<\s>
<s>,i,think
i,think,i
think,i,can't
i,can't,see
can't,see,it
see,it,<\s>
<s>,i,think
i,think,so
think,so,<\s>
<s>,find,it
find,it,will
it,will,you
will,you,<\s>
<s>,it's,lost
it's,lost,its
lost,its,hook
its,hook,<\s>
<s>,oh,yes
oh,yes,<\s>
<s>,where,is
where,is,it
is,it,<\s>
<s>,where,is
where,is,it
is,it,<\s>
<s>,mummy's,found
mummy's,found,it
found,it,<\s>
<s>,i,going
i,going,to
going,to,<\s>
<s>,all,right
all,right,<\s>
<s>,he's,go
he's,go,to
go,to,he's
to,he's,go
he's,go,to
go,to,park
to,park,into
park,into,the
into,the,river
the,river,<\s>
<s>,no,<\s>
<s>,he's,got
he's,got,it
got,it,<\s>
<s>,he's,lifting
he's,lifting,it
lifting,it,up
it,up,<\s>
<s>,he,got
he,got,it
got,it,<\s>
<s>,he's,got
he's,got,it
got,it,<\s>
<s>,he's,got
he's,got,it
got,it,<\s>
<s>,he,going
he,going,on
going,on,to
on,to,the
to,the,bank
the,bank,now
bank,now,<\s>
<s>,he,crashed
he,crashed,into
crashed,into,the
into,the,river
the,river,<\s>
<s>,he's,going
he's,going,to
going,to,xxx
to,xxx,<\s>
<s>,he,got
he,got,wet
got,wet,<\s>
<s>,it,would
it,would,be
would,be,<\s>
<s>,in,a
in,a,minute
a,minute,<\s>
<s>,go,away
go,away,<\s>
<s>,these,<\s>
<s>,no,<\s>
<s>,i,be
i,be,norman_price
be,norman_price,<\s>
<s>,you,i
you,i,can
i,can,be
can,be,norman_price
be,norman_price,<\s>
<s>,i,will
i,will,shoot
will,shoot,the
shoot,the,egg
the,egg,off
egg,off,<\s>
<s>,i,will
i,will,shoot
will,shoot,the
shoot,the,egg
the,egg,off
egg,off,<\s>
<s>,i,will
i,will,<\s>
<s>,i,want
i,want,shoot
want,shoot,the
shoot,the,egg
the,egg,<\s>
<s>,i,am
i,am,gonna
am,gonna,going
gonna,going,to
going,to,shoot
to,shoot,the
shoot,the,egg
the,egg,<\s>
<s>,xxx,<\s>
<s>,i,go
i,go,to
go,to,shoot
to,shoot,the
shoot,the,egg
the,egg,<\s>
<s>,i,am
i,am,gonna
am,gonna,going
gonna,going,to
going,to,shoot
to,shoot,the
shoot,the,tins
the,tins,<\s>
<s>,shot,all
shot,all,the
all,the,all
the,all,your
all,your,tins
your,tins,off
tins,off,<\s>
<s>,shot,that
shot,that,off
that,off,<\s>
<s>,shot,the
shot,the,xxx
the,xxx,<\s>
<s>,i,shot
i,shot,xxx
shot,xxx,<\s>
<s>,and,dyllis
and,dyllis,<\s>
<s>,i,shot
i,shot,it
shot,it,off
it,off,<\s>
<s>,i,shot
i,shot,it
shot,it,off
it,off,<\s>
<s>,i,shot
i,shot,the
shot,the,cat
the,cat,off
cat,off,<\s>
<s>,i,shot
i,shot,it
shot,it,<\s>
<s>,i,shot
i,shot,the
shot,the,cat
the,cat,off
cat,off,<\s>
<s>,yeah,<\s>
<s>,where,did
where,did,the
did,the,other
the,other,got
other,got,to
got,to,<\s>
<s>,where,did
where,did,the
did,the,other
the,other,egg
other,egg,get
egg,get,to
get,to,<\s>
<s>,go,shoot
